SCHOOL,NUMBER OF CANDIDATES,SAT FOR EXAM,SCHOOL OWNERSHIP,SCHOOL CATEGORY,SCHOOL TYPE,COMBINATIONS CATEGORY,ACADEMIC LEVEL CATEGORY,TOTAL PASSED CANDIDATES,GPA
s4340,30,30,,,,,,30,2.5222
s4341,,,,,,,,,
s4342,,,,,,,,,
s4343,,,,,,,,,
s4344,,,,,,,,,
s4345,,,,,,,,,
s4346,,,,,,,,,
s4347,,,,,,,,,
s4348,,,,,,,,,
s4349,,,,,,,,,
s4350,,,,,,,,,
s4351,68,68,PRIVATE,BOYS AND GIRLS,BOARDING,,,68,2.7083
s4352,,,,,,,,,
s4353,,,,,,,,,
s4354,,,,,,,,,
s4355,,,,,,,,,
s4356,,,,,,,,,
s4357,,,,,,,,,
s4358,,,,,,,,,
s4359,,,,,,,,,
s4360,,,,,,,,,
s4361,,,,,,,,,
s4362,,,,,,,,,
s4363,,,,,,,,,
s4364,,,,,,,,,
s4365,,,,,,,,,
s4366,,,,,,,,,
s4367,,,,,,,,,
s4368,,,,,,,,,
s4369,,,,,,,,,
s4370,,,,,,,,,
s4371,,,,,,,,,
s4372,,,,,,,,,
s4373,,,,,,,,,
s4374,,,,,,,,,
s4375,,,,,,,,,
s4376,,,,,,,,,
s4377,,,,,,,,,
s4378,,,,,,,,,
s4379,87,86,,,,,,86,2.0136
s4380,,,,,,,,,
s4381,,,,,,,,,
s4382,68,68,,,,,,68,2.5074
s4383,,,,,,,,,
s4384,,,,,,,,,
s4385,,,,,,,,,
s4386,,,,,,,,,
s4387,,,,,,,,,
s4388,,,,,,,,,
s4389,,,,,,,,,
s4390,,,,,,,,,
s4391,,,,,,,,,
s4392,,,,,,,,,
s4393,,,,,,,,,
s4394,,,,,,,,,
s4395,,,,,,,,,
s4396,,,,,,,,,
s4397,,,,,,,,,
s4398,,,,,,,,,
s4399,,,,,,,,,
s4400,,,PRIVATE,BOYS AND GIRLS,DAY AND BOARDING,MIXED,COMBINED OA,,
s4401,,,,,,,,,
s4402,,,,,,,,,
s4403,,,,,,,,,
s4404,,,,,,,,,
s4405,77,77,PRIVATE,BOYS ONLY,BOARDING,MIXED,COMBINED OA,77,2.7446
s4406,,,,,,,,,
s4407,,,,,,,,,
s4408,,,,,,,,,
s4409,,,,,,,,,
s4410,,,,,,,,,
s4411,,,,,,,,,
s4412,,,,,,,,,
s4413,,,,,,,,,
s4414,,,,,,,,,
s4415,,,,,,,,,
s4416,73,73,,,,,,73,1.8950
s4417,,,,,,,,,
s4418,,,,,,,,,
s4419,491,488,,,,,,488,2.5622
s4420,,,,,,,,,
s4421,,,,,,,,,
s4422,,,,,,,,,
s4423,,,,,,,,,
s4424,,,,,,,,,
s4425,,,,,,,,,
s4426,,,,,,,,,
s4427,,,,,,,,,
s4428,,,,,,,,,
s4429,,,,,,,,,
s4430,,,,,,,,,
s4431,,,,,,,,,
s4432,,,,,,,,,
s4433,,,,,,,,,
s4434,,,,,,,,,
s4435,,,,,,,,,
s4436,,,,,,,,,
s4437,,,,,,,,,
s4438,,,,,,,,,
s4439,,,,,,,,,
s4440,,,,,,,,,
s4441,,,,,,,,,
s4442,,,,,,,,,
s4443,,,,,,,,,
s4444,,,,,,,,,
s4445,,,,,,,,,
s4446,,,PRIVATE,GIRLS ONLY,BOARDING,,,,
s4447,,,,,,,,,
s4448,,,,,,,,,
s4449,,,,,,,,,
s4450,,,,,,,,,
s4451,,,,,,,,,
s4452,,,,,,,,,
s4453,,,,,,,,,
s4454,,,,,,,,,
s4455,,,,,,,,,
s4456,,,,,,,,,
s4457,,,,,,,,,
s4458,,,,,,,,,
s4459,211,210,PRIVATE,BOYS AND GIRLS,BOARDING,MIXED,COMBINED OA,210,2.1746
s4460,,,,,,,,,
s4461,,,,,,,,,
s4462,,,,,,,,,
s4463,,,,,,,,,
s4464,,,,,,,,,
s4465,,,,,,,,,
s4466,,,PRIVATE,GIRLS ONLY,BOARDING,,,,
s4467,,,,,,,,,
s4468,,,,,,,,,
s4469,,,,,,,,,
s4470,,,,,,,,,
s4471,,,,,,,,,
s4472,24,24,,,,,,24,3.1458
s4473,,,,,,,,,
s4474,,,,,,,,,
s4475,,,,,,,,,
s4476,18,15,,,,,,15,3.2111
s4477,,,,,,,,,
s4478,,,,,,,,,
s4479,,,,,,,,,
s4480,,,,,,,,,
s4481,,,,,,,,,
s4482,,,,,,,,,
s4483,,,,,,,,,
s4484,,,,,,,,,
s4485,,,,,,,,,
s4486,,,,,,,,,
s4487,,,,,,,,,
s4488,,,,,,,,,
s4489,,,,,,,,,
s4490,,,,,,,,,
s4491,,,,,,,,,
s4492,,,,,,,,,
s4493,,,,,,,,,
s4494,,,,,,,,,
s4495,,,,,,,,,
s4496,,,,,,,,,
s4497,,,,,,,,,
s4498,,,,,,,,,
s4499,,,,,,,,,
s4500,,,,,,,,,
s4501,,,,,,,,,
s4502,97,96,PRIVATE,BOYS AND GIRLS,DAY AND BOARDING,MIXED,COMBINED OA,83,3.6546
s4503,,,,,,,,,
s4504,,,,,,,,,
s4505,,,,,,,,,
s4506,,,,,,,,,
s4507,,,,,,,,,
s4508,,,,,,,,,
s4509,,,,,,,,,
s4510,,,,,,,,,
s4511,,,,,,,,,
s4512,,,,,,,,,
s4513,,,,,,,,,
s4514,31,31,,,,,,31,3.2366
s4515,9,9,,,,,,9,1.7963
s4516,7,6,,,,,,6,2.1667
s4517,,,,,,,,,
s4518,,,,,,,,,
s4519,,,,,,,,,
s4520,,,,,,,,,
s4521,,,,,,,,,
s4522,,,,,,,,,
s4523,,,,,,,,,
s4524,,,,,,,,,
s4525,,,,,,,,,
s4526,,,,,,,,,
s4527,,,,,,,,,
s4528,,,,,,,,,
s4529,,,,,,,,,
s4530,,,,,,,,,
s4531,,,,,,,,,
s4532,,,,,,,,,
s4533,,,,,,,,,
s4534,146,146,,,,,,146,2.8493
s4535,144,144,,,,,,144,2.4583
s4536,,,,,,,,,
s4537,,,,,,,,,
s4538,,,,,,,,,
s4539,,,,,,,,,
s4540,,,,,,,,,
s4541,,,,,,,,,
s4542,,,,,,,,,
s4543,,,PRIVATE,BOYS AND GIRLS,DAY AND BOARDING,,,,
s4544,,,,,,,,,
s4545,,,,,,,,,
s4546,,,,,,,,,
s4547,,,,,,,,,
s4548,,,,,,,,,
s4549,,,,,,,,,
s4550,,,,,,,,,
s4551,,,,,,,,,
s4552,,,,,,,,,
s4553,,,,,,,,,
s4554,141,141,,,,,,141,2.1123
s4555,36,36,PRIVATE,BOYS AND GIRLS,DAY AND BOARDING,,,36,3.2037
s4556,,,PRIVATE,GIRLS ONLY,BOARDING,,,,
s4557,,,,,,,,,
s4558,,,,,,,,,
s4559,,,,,,,,,
s4560,,,,,,,,,
s4561,,,,,,,,,
s4562,,,,,,,,,
s4563,,,,,,,,,
s4564,,,,,,,,,
s4565,25,25,PRIVATE,GIRLS ONLY,BOARDING,MIXED,COMBINED OA,25,2.3467
s4566,,,,,,,,,
s4567,,,,,,,,,
s4568,,,,,,,,,
s4569,51,51,PRIVATE,GIRLS ONLY,BOARDING,MIXED,COMBINED OA,51,2.5621
s4570,,,,,,,,,
s4571,,,,,,,,,
s4572,,,PRIVATE,BOYS AND GIRLS,DAY AND BOARDING,,,,
s4573,,,,,,,,,
s4574,,,,,,,,,
s4575,39,39,,,,,,39,2.3547
s4576,,,,,,,,,
s4577,,,,,,,,,
s4578,,,,,,,,,
s4579,,,,,,,,,
s4580,,,,,,,,,
s4581,,,,,,,,,
s4582,,,,,,,,,
s4583,,,,,,,,,
s4584,,,,,,,,,
s4585,,,,,,,,,
s4586,,,,,,,,,
s4587,,,,,,,,,
s4588,,,,,,,,,
s4589,,,GOVERNMENT,BOYS AND GIRLS,DAY,,,,
s4590,,,,,,,,,
s4591,,,,,,,,,
s4592,,,PRIVATE,GIRLS ONLY,DAY AND BOARDING,,,,
s4593,11,11,,,,,,11,2.7727
s4594,,,,,,,,,
s4595,,,,,,,,,
s4596,,,,,,,,,
s4597,,,,,,,,,
s4598,,,,,,,,,
s4599,,,,,,,,,
s4600,,,,,,,,,
s4601,,,,,,,,,
s4602,,,,,,,,,
s4603,,,,,,,,,
s4604,,,,,,,,,
s4605,186,185,,,,,,185,2.0712
s4606,,,,,,,,,
s4607,,,,,,,,,
s4608,,,,,,,,,
s4609,,,,,,,,,
s4610,,,,,,,,,
s4611,,,,,,,,,
s4612,,,,,,,,,
s4613,,,,,,,,,
s4614,,,,,,,,,
s4615,,,,,,,,,
s4616,,,,,,,,,
s4617,,,,,,,,,
s4618,,,,,,,,,
s4619,,,PRIVATE,BOYS AND GIRLS,DAY AND BOARDING,,,,
s4620,,,,,,,,,
s4621,,,,,,,,,
s4622,,,,,,,,,
s4623,,,PRIVATE,BOYS AND GIRLS,BOARDING,ARTS,COMBINED OA,,
s4624,40,40,PRIVATE,GIRLS ONLY,BOARDING,ARTS,COMBINED OA,40,2.4292
s4625,,,,,,,,,
s4626,,,,,,,,,
s4627,,,,,,,,,
s4628,31,30,PRIVATE,BOYS AND GIRLS,BOARDING,ARTS,COMBINED OA,30,2.3278
s4629,,,,,,,,,
s4630,,,,,,,,,
s4631,107,106,PRIVATE,BOYS AND GIRLS,BOARDING,MIXED,COMBINED OA,106,2.2374
s4632,,,,,,,,,
s4633,,,,,,,,,
s4634,,,,,,,,,
s4635,,,,,,,,,
s4636,,,,,,,,,
s4637,,,,,,,,,
s4638,,,,,,,,,
s4639,,,,,,,,,
s4640,,,,,,,,,
s4641,,,,,,,,,
s4642,,,,,,,,,
s4643,,,,,,,,,
s4644,,,,,,,,,
s4645,10,10,PRIVATE,BOYS ONLY,BOARDING,MIXED,COMBINED OA,10,2.7833
s4646,103,103,,,,,,103,2.4838
s4647,,,,,,,,,
s4648,,,,,,,,,
s4649,,,,,,,,,
s4650,,,,,,,,,
s4651,,,,,,,,,
s4652,,,,,,,,,
s4653,,,,,,,,,
s4654,,,,,,,,,
s4655,,,,,,,,,
s4656,,,,,,,,,
s4657,,,PRIVATE,GIRLS ONLY,BOARDING,MIXED,COMBINED OA,,
s4658,,,,,,,,,
s4659,,,,,,,,,
s4660,,,,,,,,,
s4661,18,18,,,,,,18,2.3333
s4662,,,,,,,,,
s4663,,,,,,,,,
s4664,,,,,,,,,
s4665,,,PRIVATE,BOYS AND GIRLS,DAY AND BOARDING,,,,
s4666,,,,,,,,,
s4667,,,,,,,,,
s4668,,,,,,,,,
s4669,,,,,,,,,
s4670,,,,,,,,,
s4671,,,,,,,,,
s4672,,,,,,,,,
s4673,,,,,,,,,
s4674,,,,,,,,,
s4675,,,,,,,,,
s4676,,,,,,,,,
s4677,,,,,,,,,
s4678,,,PRIVATE,GIRLS ONLY,BOARDING,,,,
s4679,,,,,,,,,
s4680,,,,,,,,,
s4681,,,,,,,,,
s4682,,,,,,,,,
s4683,,,,,,,,,
s4684,,,,,,,,,
s4685,,,,,,,,,
s4686,,,,,,,,,
s4687,,,,,,,,,
s4688,,,,,,,,,
s4689,,,,,,,,,
s4690,,,,,,,,,
s4691,,,,,,,,,
s4692,230,230,PRIVATE,BOYS AND GIRLS,DAY AND BOARDING,MIXED,ALEVEL ONLY,230,2.2420
s4693,,,,,,,,,
s4694,,,,,,,,,
s4695,,,,,,,,,
s4696,,,,,,,,,
s4697,,,,,,,,,
s4698,,,,,,,,,
s4699,,,,,,,,,
s4700,,,,,,,,,
s4701,,,,,,,,,
s4702,,,,,,,,,
s4703,,,,,,,,,
s4704,,,,,,,,,
s4705,,,,,,,,,
s4706,,,PRIVATE,BOYS ONLY,BOARDING,,,,
s4707,,,,,,,,,
s4708,,,,,,,,,
s4709,,,PRIVATE,GIRLS ONLY,BOARDING,MIXED,COMBINED OA,,
s4710,,,,,,,,,
s4711,,,,,,,,,
s4712,,,,,,,,,
s4713,,,,,,,,,
s4714,,,,,,,,,
s4715,,,,,,,,,
s4716,,,,,,,,,
s4717,,,,,,,,,
s4718,,,,,,,,,
s4719,,,,,,,,,
s4720,,,,,,,,,
s4721,,,,,,,,,
s4722,,,,,,,,,
s4723,,,,,,,,,
s4724,,,,,,,,,
s4725,,,,,,,,,
s4726,,,,,,,,,
s4727,,,,,,,,,
s4728,,,,,,,,,
s4729,,,,,,,,,
s4730,,,,,,,,,
s4731,,,,,,,,,
s4732,,,,,,,,,
s4733,,,,,,,,,
s4734,,,,,,,,,
s4735,66,66,,,,,,66,2.4217
s4736,,,,,,,,,
s4737,,,,,,,,,
s4738,,,,,,,,,
s4739,,,PRIVATE,BOYS ONLY,BOARDING,,,,
s4740,,,PRIVATE,BOYS ONLY,BOARDING,,,,
s4741,,,PRIVATE,BOYS AND GIRLS,BOARDING,,,,
s4742,,,,,,,,,
s4743,,,,,,,,,
s4744,,,,,,,,,
s4745,,,,,,,,,
s4746,56,56,,,,,,56,2.6280
s4747,,,,,,,,,
s4748,,,,,,,,,
s4749,,,,,,,,,
s4750,,,,,,,,,
s4751,,,,,,,,,
s4752,,,,,,,,,
s4753,,,,,,,,,
s4754,,,,,,,,,
s4755,,,,,,,,,
s4756,,,,,,,,,
s4757,,,,,,,,,
s4758,,,PRIVATE,BOYS AND GIRLS,DAY AND BOARDING,,,,
s4759,36,36,,,,,,36,2.5370
s4760,,,,,,,,,
s4761,,,,,,,,,
s4762,,,,,,,,,
s4763,,,,,,,,,
s4764,,,,,,,,,
s4765,,,PRIVATE,BOYS AND GIRLS,DAY AND BOARDING,,,,
s4766,,,,,,,,,
s4767,,,,,,,,,
s4768,,,,,,,,,
s4769,,,,,,,,,
s4770,,,,,,,,,
s4771,,,,,,,,,
s4772,,,,,,,,,
s4773,,,,,,,,,
s4774,,,,,,,,,
s4775,,,,,,,,,
s4776,,,,,,,,,
s4777,,,,,,,,,
s4778,,,,,,,,,
s4779,,,,,,,,,
s4780,111,110,,,,,,110,2.5167
s4781,,,,,,,,,
s4782,,,,,,,,,
s4783,,,,,,,,,
s4784,,,,,,,,,
s4785,61,61,,,,,,61,2.2568
s4786,,,,,,,,,
s4787,,,,,,,,,
s4788,,,,,,,,,
s4789,,,,,,,,,
s4790,,,,,,,,,
s4791,,,,,,,,,
s4792,,,,,,,,,
s4793,,,,,,,,,
s4794,,,,,,,,,
s4795,,,,,,,,,
s4796,,,,,,,,,
s4797,13,13,,,,,,13,2.9359
s4798,,,,,,,,,
s4799,5,5,,,,,,5,2.2000
s4800,,,,,,,,,
s4801,,,,,,,,,
s4802,,,,,,,,,
s4803,46,46,,,,,,45,2.6963
s4804,,,,,,,,,
s4805,,,,,,,,,
s4806,,,,,,,,,
s4807,,,,,,,,,
s4808,,,,,,,,,
s4809,,,,,,,,,
s4810,,,,,,,,,
s4811,16,16,,,,,,16,2.6146
s4812,,,,,,,,,
s4813,,,,,,,,,
s4814,,,,,,,,,
s4815,,,,,,,,,
s4816,116,116,,,,,,116,2.1868
s4817,,,,,,,,,
s4818,,,PRIVATE,BOYS AND GIRLS,BOARDING,,,,
s4819,,,,,,,,,
s4820,,,,,,,,,
s4821,,,,,,,,,
s4822,,,,,,,,,
s4823,,,,,,,,,
s4824,,,,,,,,,
s4825,,,,,,,,,
s4826,,,,,,,,,
s4827,143,143,PRIVATE,BOYS AND GIRLS,BOARDING,MIXED,COMBINED OA,143,2.3217
s4828,,,,,,,,,
s4829,,,,,,,,,
s4830,,,PRIVATE,BOYS AND GIRLS,DAY AND BOARDING,,,,
s4831,,,,,,,,,
s4832,,,,,,,,,
s4833,,,,,,,,,
s4834,,,,,,,,,
s4835,,,,,,,,,
s4836,17,17,PRIVATE,GIRLS ONLY,BOARDING,MIXED,COMBINED OA,16,3.2843
s4837,,,,,,,,,
s4838,,,,,,,,,
s4839,,,,,,,,,
s4840,,,,,,,,,
s4841,,,,,,,,,
s4842,,,,,,,,,
s4843,,,,,,,,,
s4844,,,,,,,,,
s4845,,,,,,,,,
s4846,,,,,,,,,
s4847,,,,,,,,,
s4848,,,,,,,,,
s4849,,,,,,,,,
s4850,,,PRIVATE,BOYS AND GIRLS,BOARDING,MIXED,COMBINED OA,,
s4851,,,,,,,,,
s4852,,,,,,,,,
s4853,,,,,,,,,
s4854,64,64,,,,,,64,2.5339
s4855,,,,,,,,,
s4856,24,24,,,,,,24,2.4375
s4857,,,,,,,,,
s4858,,,,,,,,,
s4859,,,,,,,,,
s4860,,,,,,,,,
s4861,106,106,,,,,,106,3.2704
s4862,45,45,,,,,,44,2.6111
s4863,,,,,,,,,
s4864,,,PRIVATE,GIRLS ONLY,BOARDING,,,,
s4865,,,,,,,,,
s4866,,,,,,,,,
s4867,,,PRIVATE,BOYS AND GIRLS,BOARDING,,,,
s4868,,,,,,,,,
s4869,,,,,,,,,
s4870,,,,,,,,,
s4871,,,,,,,,,
s4872,,,,,,,,,
s4873,,,,,,,,,
s4874,,,,,,,,,
s4875,54,54,PRIVATE,BOYS AND GIRLS,BOARDING,MIXED,COMBINED OA,54,2.2253
s4876,,,,,,,,,
s4877,,,,,,,,,
s4878,,,,,,,,,
s4879,,,,,,,,,
s4880,,,,,,,,,
s4881,,,,,,,,,
s4882,,,,,,,,,
s4883,,,,,,,,,
s4884,,,,,,,,,
s4885,,,,,,,,,
s4886,,,,,,,,,
s4887,,,,,,,,,
s4888,,,,,,,,,
s4889,,,,,,,,,
s4890,,,,,,,,,
s4891,,,PRIVATE,BOYS AND GIRLS,BOARDING,,,,
s4892,,,,,,,,,
s4893,,,,,,,,,
s4894,59,59,,,,,,59,2.4266
s4895,,,,,,,,,
s4896,,,,,,,,,
s4897,,,,,,,,,
s4898,,,,,,,,,
s4899,,,,,,,,,
s4900,,,PRIVATE,GIRLS ONLY,BOARDING,,,,
s4901,,,,,,,,,
s4902,,,,,,,,,
s4903,,,,,,,,,
s4904,,,,,,,,,
s4905,,,,,,,,,
s4906,,,,,,,,,
s4907,,,,,,,,,
s4908,,,,,,,,,
s4909,,,,,,,,,
s4910,,,,,,,,,
s4911,,,,,,,,,
s4912,,,,,,,,,
s4913,,,,,,,,,
s4914,,,,,,,,,
s4915,,,,,,,,,
s4916,,,,,,,,,
s4917,,,,,,,,,
s4918,,,,,,,,,
s4919,,,,,,,,,
s4920,,,,,,,,,
s4921,51,51,,,,,,51,1.9020
s4922,18,18,,,,,,18,2.4444
s4923,,,,,,,,,
s4924,,,,,,,,,
s4925,,,,,,,,,
s4926,,,,,,,,,
s4927,,,,,,,,,
s4928,5,5,PRIVATE,BOYS ONLY,BOARDING,SCIENCE,COMBINED OA,5,3.4000
s4929,274,274,,,,,,274,2.7433
s4930,,,,,,,,,
s4931,,,,,,,,,
s4932,,,,,,,,,
s4933,3,3,,,,,,3,3.4444
s4934,,,,,,,,,
s4935,,,,,,,,,
s4936,,,,,,,,,
s4937,,,,,,,,,
s4938,,,,,,,,,
s4939,,,PRIVATE,BOYS AND GIRLS,BOARDING,,,,
s4940,,,,,,,,,
s4941,,,,,,,,,
s4942,,,,,,,,,
s4943,,,,,,,,,
s4944,,,,,,,,,
s4945,,,,,,,,,
s4946,,,,,,,,,
s4947,,,,,,,,,
s4948,,,,,,,,,
s4949,,,,,,,,,
s4950,,,,,,,,,
s4951,,,,,,,,,
s4952,,,,,,,,,
s4953,,,,,,,,,
s4954,,,,,,,,,
s4955,,,,,,,,,
s4956,,,,,,,,,
s4957,,,,,,,,,
s4958,,,,,,,,,
s4959,,,,,,,,,
s4960,,,,,,,,,
s4961,,,,,,,,,
s4962,,,PRIVATE,BOYS AND GIRLS,BOARDING,,,,
s4963,,,,,,,,,
s4964,22,22,PRIVATE,BOYS AND GIRLS,BOARDING,SCIENCE,COMBINED OA,22,1.9318
s4965,,,,,,,,,
s4966,,,,,,,,,
s4967,,,,,,,,,
s4968,,,,,,,,,
s4969,,,,,,,,,
s4970,,,,,,,,,
s4971,,,,,,,,,
s4972,,,,,,,,,
s4973,,,,,,,,,
s4974,,,,,,,,,
s4975,,,,,,,,,
s4976,,,,,,,,,
s4977,,,,,,,,,
s4978,,,,,,,,,
s4979,,,,,,,,,
s4980,,,,,,,,,
s4981,,,,,,,,,
s4982,,,,,,,,,
s4983,,,,,,,,,
s4984,,,,,,,,,
s4985,,,,,,,,,
s4986,,,,,,,,,
s4987,,,,,,,,,
s4988,,,,,,,,,
s4989,,,,,,,,,
s4990,,,,,,,,,
s4991,,,,,,,,,
s4992,,,PRIVATE,BOYS AND GIRLS,BOARDING,,,,
s4993,,,,,,,,,
s4994,,,,,,,,,
s4995,,,,,,,,,
s4996,,,,,,,,,
s4997,,,,,,,,,
s4998,,,,,,,,,
s4999,,,,,,,,,
s5000,59,59,PRIVATE,GIRLS ONLY,BOARDING,MIXED,COMBINED OA,59,2.8333
s5001,,,PRIVATE,BOYS AND GIRLS,DAY AND BOARDING,,,,
s5002,,,,,,,,,
s5003,,,,,,,,,
s5004,,,PRIVATE,BOYS AND GIRLS,DAY AND BOARDING,,,,
s5005,,,,,,,,,
s5006,,,,,,,,,
s5007,,,,,,,,,
s5008,,,,,,,,,
s5009,,,,,,,,,
s5010,,,,,,,,,
s5011,,,,,,,,,
s5012,,,,,,,,,
s5013,,,,,,,,,
s5014,24,24,,,,,,24,2.4653
s5015,,,,,,,,,
s5016,,,,,,,,,
s5017,,,,,,,,,
s5018,,,,,,,,,
s5019,,,,,,,,,
s5020,,,,,,,,,
s5021,,,,,,,,,
s5022,,,,,,,,,
s5023,,,,,,,,,
s5024,,,,,,,,,
s5025,26,26,,,,,,21,3.0238
s5026,,,,,,,,,
s5027,,,,,,,,,
s5028,,,,,,,,,
s5029,,,,,,,,,
s5030,,,,,,,,,
s5031,,,,,,,,,
s5032,,,,,,,,,
s5033,,,PRIVATE,BOYS AND GIRLS,BOARDING,,,,
s5034,,,,,,,,,
s5035,,,,,,,,,
s5036,,,,,,,,,
s5037,,,,,,,,,
s5038,47,47,,,,,,43,2.3760
s5039,,,,,,,,,
s5040,,,,,,,,,
s5041,,,,,,,,,
s5042,,,,,,,,,
s5043,,,,,,,,,
s5044,,,,,,,,,
s5045,,,,,,,,,
s5046,,,,,,,,,
s5047,168,166,,,,,,166,2.7811
s5048,,,,,,,,,
s5049,,,,,,,,,
s5050,,,,,,,,,
s5051,,,,,,,,,
s5052,,,,,,,,,
s5053,27,27,,,,,,27,1.8827
s5054,,,PRIVATE,GIRLS ONLY,BOARDING,,,,
s5055,,,,,,,,,
s5056,,,,,,,,,
s5057,,,,,,,,,
s5058,,,,,,,,,
s5059,,,,,,,,,
s5060,22,22,,,,,,22,3.3182
s5061,,,,,,,,,
s5062,,,,,,,,,
s5063,,,,,,,,,
s5064,,,,,,,,,
s5065,,,,,,,,,
s5066,,,,,,,,,
s5067,,,,,,,,,
s5068,,,,,,,,,
s5069,,,,,,,,,
s5070,,,,,,,,,
s5071,,,,,,,,,
s5072,,,,,,,,,
s5073,,,,,,,,,
s5074,,,,,,,,,
s5075,,,,,,,,,
s5076,,,,,,,,,
s5077,,,,,,,,,
s5078,,,,,,,,,
s5079,,,,,,,,,
s5080,,,,,,,,,
s5081,,,,,,,,,
s5082,,,,,,,,,
s5083,,,,,,,,,
s5084,,,,,,,,,
s5085,,,,,,,,,
s5086,,,,,,,,,
s5087,,,,,,,,,
s5088,,,,,,,,,
s5089,,,,,,,,,
s5090,,,,,,,,,
s5091,,,,,,,,,
s5092,,,,,,,,,
s5093,,,,,,,,,
s5094,,,,,,,,,
s5095,,,,,,,,,
s5096,95,95,,,,,,95,2.7421
s5097,,,,,,,,,
s5098,175,175,,,,,,175,2.4571
s5099,,,,,,,,,
s5100,,,,,,,,,
s5101,,,,,,,,,
s5102,,,,,,,,,
s5103,,,,,,,,,
s5104,,,,,,,,,
s5105,,,,,,,,,
s5106,,,,,,,,,
s5107,,,,,,,,,
s5108,,,,,,,,,
s5109,,,,,,,,,
s5110,,,,,,,,,
s5111,,,,,,,,,
s5112,,,,,,,,,
s5113,,,,,,,,,
s5114,,,,,,,,,
s5115,,,,,,,,,
s5116,,,,,,,,,
s5117,9,9,,,,,,9,3.0926
s5118,,,,,,,,,
s5119,,,,,,,,,
s5120,,,,,,,,,
s5121,,,,,,,,,
s5122,,,,,,,,,
s5123,,,,,,,,,
s5124,,,PRIVATE,BOYS AND GIRLS,DAY AND BOARDING,,,,
s5125,,,,,,,,,
s5126,102,102,,,,,,102,2.5082
s5127,,,,,,,,,
s5128,17,17,,,,,,17,2.8039
s5129,,,,,,,,,
s5130,39,39,PRIVATE,BOYS ONLY,BOARDING,MIXED,COMBINED OA,39,1.9487
s5131,,,,,,,,,
s5132,,,,,,,,,
s5133,,,,,,,,,
s5134,,,,,,,,,
s5135,,,,,,,,,
s5136,,,,,,,,,
s5137,,,,,,,,,
s5138,,,,,,,,,
s5139,,,,,,,,,
s5140,,,,,,,,,
s5141,,,,,,,,,
s5142,,,,,,,,,
s5143,,,,,,,,,
s5144,,,,,,,,,
s5145,211,211,GOVERNMENT,BOYS AND GIRLS,BOARDING,SCIENCE,ALEVEL ONLY,211,3.2678
s5146,,,,,,,,,
s5147,,,,,,,,,
s5148,,,,,,,,,
s5149,,,,,,,,,
s5150,38,38,,,,,,38,3.2632
s5151,101,101,,,,,,101,3.2013
s5152,,,,,,,,,
s5153,,,,,,,,,
s5154,39,39,,,,,,39,2.0556
s5155,,,,,,,,,
s5156,,,,,,,,,
s5157,,,,,,,,,
s5158,,,,,,,,,
s5159,11,11,,,,,,11,3.0000
s5160,,,,,,,,,
s5161,,,,,,,,,
s5162,,,,,,,,,
s5163,,,,,,,,,
s5164,45,45,PRIVATE,BOYS AND GIRLS,DAY AND BOARDING,ARTS,COMBINED OA,45,2.2074
s5165,,,,,,,,,
s5166,,,,,,,,,
s5167,,,,,,,,,
s5168,,,,,,,,,
s5169,,,,,,,,,
s5170,,,,,,,,,
s5171,69,69,,,,,,69,2.8744
s5172,,,,,,,,,
s5173,,,,,,,,,
s5174,28,28,,,,,,28,2.4762
s5175,,,,,,,,,
s5176,,,,,,,,,
s5177,,,PRIVATE,BOYS AND GIRLS,BOARDING,,,,
s5178,,,,,,,,,
s5179,,,,,,,,,
s5180,,,,,,,,,
s5181,,,,,,,,,
s5182,,,,,,,,,
s5183,,,,,,,,,
s5184,52,52,PRIVATE,BOYS AND GIRLS,BOARDING,MIXED,COMBINED OA,52,2.2628
s5185,,,,,,,,,
s5186,,,,,,,,,
s5187,,,,,,,,,
s5188,,,,,,,,,
s5189,,,,,,,,,
s5190,,,,,,,,,
s5191,,,,,,,,,
s5192,,,,,,,,,
s5193,,,,,,,,,
s5194,,,,,,,,,
s5195,,,,,,,,,
s5196,48,47,,,,,,39,2.4530
s5197,,,,,,,,,
s5198,,,,,,,,,
s5199,,,,,,,,,
s5200,,,,,,,,,
s5201,,,PRIVATE,BOYS ONLY,BOARDING,,,,
s5202,,,,,,,,,
s5203,,,,,,,,,
s5204,49,49,,,,,,49,2.7075
s5205,,,,,,,,,
s5206,,,,,,,,,
s5207,,,,,,,,,
s5208,15,15,,,,,,15,2.6444
s5209,,,,,,,,,
s5210,,,,,,,,,
s5211,,,,,,,,,
s5212,,,,,,,,,
s5213,,,PRIVATE,BOYS ONLY,BOARDING,,,,
s5214,,,,,,,,,
s5215,,,,,,,,,
s5216,,,,,,,,,
s5217,,,,,,,,,
s5218,,,,,,,,,
s5219,,,,,,,,,
s5220,,,,,,,,,
s5221,,,,,,,,,
s5222,,,,,,,,,
s5223,,,,,,,,,
s5224,,,,,,,,,
s5225,,,,,,,,,
s5226,,,PRIVATE,BOYS AND GIRLS,DAY AND BOARDING,,,,
s5227,,,,,,,,,
s5228,,,PRIVATE,BOYS AND GIRLS,BOARDING,,,,
s5229,,,,,,,,,
s5230,,,,,,,,,
s5231,,,,,,,,,
s5232,14,14,,,,,,14,3.8095
s5233,97,96,,,,,,96,2.0972
